section id,recording id,saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,63,1726564033520554664,1726564033575559664,55,199.88189124269002,12.79421233771227,3656.2975934451183,5936.308718527491
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,64,1726564033745808664,1726564033830809664,85,316.4887173210607,20.38870098384302,3845.7619174519477,6571.843918740548
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,65,1726564034071063664,1726564034091071664,20,17.58585795697201,1.136246217691779,878.5431516716217,965.5194879499248
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,66,1726564034216191664,1726564034246202664,30,55.349671590314856,3.5703745524652537,1843.6931670096928,2315.454304860718
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,67,1726564034446445664,1726564034481446664,35,52.378028262234565,3.3789080160975318,1497.7667428229367,1934.1040301624134
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,68,1726564034691574664,1726564034756700664,65,216.40289679596728,13.939481457655448,3584.0233084929246,5393.515035021486
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,69,1726564034931835664,1726564034946829664,15,12.275041435344521,0.7859137398246154,824.2664373238862,859.3081032084623
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,70,1726564035402337664,1726564035452338664,50,142.94452590316862,9.16431794810285,2874.5667270869917,4650.638187914968
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,71,1726564035652466664,1726564035682592664,30,33.461180957789956,2.1479411832667634,1129.4072738958046,1382.380237859578
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,72,1726564036313103664,1726564036353233664,40,85.03535451939109,5.46524212295384,2129.9556387771354,3151.9489809373426
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,73,1726564036458230664,1726564036513356664,55,209.62937038632867,13.54501902566786,3897.321125094863,6339.910576783975
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,74,1726564037624376664,1726564037684377664,60,178.8368848062516,11.559262372431649,3047.1042335639727,4256.547096370324
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,75,1726564037929631664,1726564037959632664,30,38.449096033997435,2.4793609462152384,1283.5223835320662,1590.6815363209641
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,76,1726564038209891664,1726564038265017664,55,180.20589435328125,11.640298282202304,3331.715053260511,5116.5249200725175
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,77,1726564038495141664,1726564038515141664,20,18.253070096135662,1.1813090463514493,915.6341701605999,988.3977671917602
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,78,1726564038785396664,1726564038795396664,10,8.902600338131922,0.5762037671106182,850.5945197693242,864.136323051488
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,79,1726564039170778664,1726564039596160664,425,149.23698921176214,9.644846323572319,3058.1872959385646,12288.83633304086
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,80,1726564039851415664,1726564039891415664,40,117.99000240763564,7.568826281828459,2762.0539840983442,3878.2047359603566
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,81,1726564040226796664,1726564040291811664,65,243.98158058246008,15.606554871529683,3908.515870363206,6641.577271737707
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,82,1726564040462050664,1726564040527052664,65,207.20996573259012,13.202647644563319,3496.8837410226415,5093.159107089579
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,83,1726564040597178664,1726564040642190664,45,148.06061083971318,9.408717327700343,2981.3492184841743,4531.914765157919
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,84,1726564040807306664,1726564040962434664,155,289.6716265890015,18.281792522267644,1798.4955224466742,6185.050212751138
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,85,1726564041082561664,1726564041147690664,65,341.17011667385236,21.729863926491014,5184.538177275836,8694.53460265714
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,86,1726564041257689664,1726564041367820664,110,138.69815847105986,8.889813568549084,1992.824937811566,5533.123783199094
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,87,1726564041462943664,1726564041512944664,50,168.7510007359926,10.88834075293475,3397.8351870940737,5424.89594142448
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,88,1726564041668071664,1726564041718197664,50,160.27994410465382,10.361732830130949,3251.1840167077107,5223.082767953507
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,89,1726564041848324664,1726564041898325664,50,176.36367714096335,11.396884318259524,3637.692028603384,5980.964029739805
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,90,1726564041968334664,1726564041998452664,30,45.37427300139224,2.9311270280656365,1524.1625251643948,1994.2354466386182
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,91,1726564042183580664,1726564042228581664,45,189.71555393004675,12.25569348139584,4231.1541778358505,6651.408234491629
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,92,1726564042363709664,1726564042413834664,50,137.22440257690766,8.858917695817528,2748.1465252360063,4269.588619940638
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,93,1726564042588964664,1726564042643963664,55,120.7014790856974,7.762145689439475,2270.976251640837,3374.4573221188452
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,94,1726564042844217664,1726564042884217664,40,89.36624067174304,5.668062648046762,2242.529896437967,3270.4144022766563
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,95,1726564043024354664,1726564043084471664,60,273.3330140928637,17.27130453014272,4570.226595935609,7556.273118084007
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,96,1726564043389726664,1726564043434727664,45,110.27752514740834,7.08926726956319,2467.829218717809,3790.4185434846668
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,97,1726564043614980664,1726564043654989664,40,117.29810604756376,7.517629772321445,2946.083062394827,4225.687333527388
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,98,1726564043945236664,1726564043970237664,25,26.218453573946093,1.6840402844485838,1053.2349843487673,1218.8965410706874
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,99,1726564044185490664,1726564044240491664,55,170.3549985525591,10.926568376748357,3124.384831543098,4795.620472790696
