section id,recording id,timestamp [ns],pupil diameter left [mm],pupil diameter right [mm],eyeball center left x [mm],eyeball center left y [mm],eyeball center left z [mm],eyeball center right x [mm],eyeball center right y [mm],eyeball center right z [mm],optical axis left x,optical axis left y,optical axis left z,optical axis right x,optical axis right y,optical axis right z
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011084656664,3.3292593955993652,3.540673017501831,-30.540332794189453,13.546440124511719,-34.16883850097656,32.28331756591797,17.21656036376953,-34.816993713378906,0.12964801490306854,-0.15163183212280273,0.9798975586891174,-0.11322202533483505,-0.16328495740890503,0.9800606369972229
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011089665664,3.36849045753479,3.541071891784668,-30.59960174560547,13.536300659179688,-34.1982421875,32.218204498291016,17.235828399658203,-34.756492614746094,0.13229888677597046,-0.15233996510505676,0.9794332981109619,-0.11297089606523514,-0.1638479381799698,0.9799956679344177
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011094656664,3.346148729324341,3.548858642578125,-30.652999877929688,13.562370300292969,-34.18210983276367,32.1677131652832,17.21778106689453,-34.75511932373047,0.1355781853199005,-0.1506589651107788,0.9792448282241821,-0.11118675768375397,-0.16248293220996857,0.9804268479347229
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011099781664,3.382059097290039,3.519620418548584,-30.688636779785156,13.64974594116211,-34.24497604370117,32.13210678100586,17.352088928222656,-34.67523193359375,0.1325424313545227,-0.16043956577777863,0.9781062006950378,-0.11298806965351105,-0.1715308576822281,0.9786781668663025
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011104782664,3.3495371341705322,3.505174160003662,-30.647693634033203,13.481792449951172,-34.26210021972656,32.16991424560547,17.20433807373047,-34.64848327636719,0.12904340028762817,-0.14748121798038483,0.9806106090545654,-0.11626364290714264,-0.15881919860839844,0.9804382920265198
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011109782664,3.3728950023651123,3.5224997997283936,-30.62023162841797,13.486320495605469,-34.21942138671875,32.197757720947266,17.209110260009766,-34.72661590576172,0.1299813836812973,-0.14876624941825867,0.980292558670044,-0.11619658023118973,-0.15989437699317932,0.9802714586257935
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011114782664,3.338667869567871,3.524167537689209,-30.623226165771484,13.554859161376953,-34.18925476074219,32.19771957397461,17.23989486694336,-34.710723876953125,0.13086511194705963,-0.15253187716007233,0.9795960187911987,-0.11646214872598648,-0.16389650106430054,0.9795787930488586
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011119782664,3.3400137424468994,3.5345115661621094,-30.631961822509766,13.475120544433594,-34.218849182128906,32.18943405151367,17.18099594116211,-34.807945251464844,0.1301993727684021,-0.14885349571704865,0.980250358581543,-0.11154329031705856,-0.16017644107341766,0.9807658195495605
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011124784664,3.3401939868927,3.532122850418091,-30.63351058959961,13.502254486083984,-34.21987533569336,32.185752868652344,17.230384826660156,-34.764503479003906,0.13088458776474,-0.15106894075870514,0.9798201322555542,-0.11358100175857544,-0.1623956561088562,0.9801668524742126
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011129795664,3.317336082458496,3.5070743560791016,-30.595542907714844,13.531204223632812,-34.22244644165039,32.219871520996094,17.285762786865234,-34.72180938720703,0.12803153693675995,-0.15378965437412262,0.9797738194465637,-0.11767493188381195,-0.1651732325553894,0.9792193174362183
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011134782664,3.317014217376709,3.5074081420898438,-30.592979431152344,13.491622924804688,-34.2342643737793,32.225276947021484,17.22460174560547,-34.76524353027344,0.12644293904304504,-0.1495429426431656,0.9806370735168457,-0.11635816842317581,-0.16081726551055908,0.9801013469696045
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011139782664,3.3155930042266846,3.4934005737304688,-30.605712890625,13.502315521240234,-34.20752716064453,32.21142578125,17.244842529296875,-34.786888122558594,0.1287897527217865,-0.14925038814544678,0.9803762435913086,-0.11425292491912842,-0.16068875789642334,0.980370044708252
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011144782664,3.326402187347412,3.4876208305358887,-30.595394134521484,13.522560119628906,-34.2331428527832,32.22130584716797,17.267417907714844,-34.76573181152344,0.1272975206375122,-0.15131038427352905,0.9802553057670593,-0.11495790630578995,-0.16230425238609314,0.9800214767456055
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011149782664,3.331918716430664,3.444018602371216,-30.624099731445312,13.487113952636719,-34.2783203125,32.186710357666016,17.306804656982422,-34.70298767089844,0.12566213309764862,-0.15104253590106964,0.9805076122283936,-0.11483857035636902,-0.16197772324085236,0.9800894856452942
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011154786664,3.3090522289276123,3.447660207748413,-30.632648468017578,13.493644714355469,-34.22854232788086,32.17964172363281,17.281661987304688,-34.69586181640625,0.12890222668647766,-0.1494203507900238,0.980335533618927,-0.11439944803714752,-0.16081441938877106,0.9803323745727539
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011159788664,3.285815477371216,3.4449265003204346,-30.60932159423828,13.528335571289062,-34.200111389160156,32.205589294433594,17.29696273803711,-34.71307373046875,0.12915034592151642,-0.15052753686904907,0.9801334738731384,-0.1142866313457489,-0.16158857941627502,0.980218231678009
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011164783664,3.282770872116089,3.445768117904663,-30.614852905273438,13.544178009033203,-34.2218017578125,32.201881408691406,17.27263641357422,-34.730552673339844,0.12894432246685028,-0.15058860182762146,0.9801512360572815,-0.11267555505037308,-0.16119526326656342,0.9804694652557373
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011169783664,3.2950026988983154,3.4771335124969482,-30.608245849609375,13.498092651367188,-34.21017074584961,32.21052169799805,17.220626831054688,-34.783592224121094,0.12843678891658783,-0.14819829165935516,0.9805821180343628,-0.11048677563667297,-0.15924642980098724,0.9810368418693542
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011174783664,3.3021159172058105,3.462162494659424,-30.603736877441406,13.527656555175781,-34.223724365234375,32.2089958190918,17.29920196533203,-34.71776580810547,0.12807996571063995,-0.15110333263874054,0.9801853895187378,-0.11431872844696045,-0.16273216903209686,0.9800252318382263
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011179783664,3.2862048149108887,3.4467012882232666,-30.560474395751953,13.554878234863281,-34.1926383972168,32.258033752441406,17.272369384765625,-34.75428771972656,0.12747623026371002,-0.15104879438877106,0.9802724719047546,-0.11814676225185394,-0.16249600052833557,0.9796103239059448
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011184783664,3.2830216884613037,3.449965476989746,-30.613536834716797,13.588237762451172,-34.17756652832031,32.203983306884766,17.299236297607422,-34.7122688293457,0.13145197927951813,-0.15336158871650696,0.9793878793716431,-0.11617411673069,-0.1647927612066269,0.9794626235961914
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011189783664,3.2922847270965576,3.4418466091156006,-30.560192108154297,13.575702667236328,-34.18199920654297,32.25751495361328,17.28717803955078,-34.70691680908203,0.12831148505210876,-0.15147842466831207,0.9800971746444702,-0.11823754012584686,-0.16336119174957275,0.9794554710388184
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011194783664,3.307995080947876,3.4399945735931396,-30.581836700439453,13.476394653320312,-34.17747116088867,32.23918151855469,17.222915649414062,-34.696876525878906,0.1281636357307434,-0.14525821805000305,0.9810577034950256,-0.11755413562059402,-0.15761658549308777,0.9804784655570984
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011199783664,3.321216583251953,3.456768751144409,-30.64590072631836,13.467529296875,-34.18980026245117,32.173675537109375,17.181236267089844,-34.69965744018555,0.13176803290843964,-0.1438867151737213,0.9807822704315186,-0.11167770624160767,-0.15616317093372345,0.9813975691795349
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011204783664,3.30312442779541,3.447495460510254,-30.63854217529297,13.474075317382812,-34.221431732177734,32.175697326660156,17.230758666992188,-34.686073303222656,0.1307971328496933,-0.1468150019645691,0.9804781675338745,-0.11271481961011887,-0.15891607105731964,0.9808369278907776
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011209783664,3.3173305988311768,3.4573371410369873,-30.646705627441406,13.530776977539062,-34.194664001464844,32.170738220214844,17.253742218017578,-34.71207046508789,0.13212667405605316,-0.15046237409114838,0.9797466993331909,-0.11003156006336212,-0.16269537806510925,0.9805219769477844
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011214784664,3.2996537685394287,3.43768310546875,-30.635963439941406,13.547748565673828,-34.105308532714844,32.18234634399414,17.257591247558594,-34.69110107421875,0.13818833231925964,-0.1487964540719986,0.9791647791862488,-0.11345165222883224,-0.16083136200904846,0.9804397225379944
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011219784664,3.300107955932617,3.429081439971924,-30.622299194335938,13.529476165771484,-34.11155319213867,32.19324493408203,17.241546630859375,-34.70893859863281,0.13623976707458496,-0.14818260073661804,0.9795308709144592,-0.1136585921049118,-0.16014163196086884,0.9805286526679993
