section id,recording id,timestamp [ns],pupil diameter left [mm],pupil diameter right [mm],eyeball center left x [mm],eyeball center left y [mm],eyeball center left z [mm],eyeball center right x [mm],eyeball center right y [mm],eyeball center right z [mm],optical axis left x,optical axis left y,optical axis left z,optical axis right x,optical axis right y,optical axis right z
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011224784664,3.286576747894287,3.437328815460205,-30.6058349609375,13.587532043457031,-34.05917739868164,32.211883544921875,17.31639862060547,-34.727783203125,0.13766752183437347,-0.15434961020946503,0.978378176689148,-0.11411284655332565,-0.16608364880084991,0.9794868230819702
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011229784664,3.3090970516204834,3.4590566158294678,-30.572185516357422,13.601001739501953,-34.24324417114258,32.23210906982422,17.433849334716797,-34.73357391357422,0.13535988330841064,-0.16054804623126984,0.9777024388313293,-0.10780046880245209,-0.17204135656356812,0.9791735410690308
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011234790664,3.3186538219451904,3.403740644454956,-30.601085662841797,13.6500244140625,-34.12501525878906,32.21213150024414,17.392444610595703,-34.94246292114258,0.16423359513282776,-0.16096314787864685,0.9732000231742859,-0.0745144784450531,-0.17097333073616028,0.9824539422988892
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011239909664,3.4114480018615723,3.485018730163574,-30.478172302246094,13.89316177368164,-34.097625732421875,32.318355560302734,17.70282745361328,-34.78919219970703,0.18527787923812866,-0.18121810257434845,0.9658323526382446,-0.06275373697280884,-0.18892033398151398,0.9799852967262268
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011244909664,3.387070417404175,3.3775453567504883,-30.417579650878906,13.786842346191406,-33.99323272705078,32.38404846191406,17.553436279296875,-34.83384704589844,0.21704550087451935,-0.17181576788425446,0.9609217643737793,-0.040600426495075226,-0.1796538233757019,0.9828917384147644
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011249909664,3.4369773864746094,3.4987523555755615,-30.319984436035156,13.849048614501953,-33.90803527832031,32.478111267089844,17.64745330810547,-35.09114074707031,0.23304560780525208,-0.18138714134693146,0.9553996324539185,-0.019061550498008728,-0.18829412758350372,0.981927752494812
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011254909664,3.448082685470581,3.377713203430176,-30.291919708251953,13.705436706542969,-34.01006317138672,32.494964599609375,17.622276306152344,-35.1396598815918,0.24348746240139008,-0.17165158689022064,0.9545939564704895,-0.0040961503982543945,-0.17825475335121155,0.983975887298584
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011259909664,3.4188995361328125,3.4186317920684814,-30.23760986328125,13.553970336914062,-33.984683990478516,32.55343246459961,17.424102783203125,-35.272605895996094,0.2466116100549698,-0.15372911095619202,0.9568438529968262,0.006738022901117802,-0.1615736335515976,0.9868376851081848
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011264921664,3.397814989089966,3.398160457611084,-30.29224395751953,13.592414855957031,-33.977149963378906,32.49893569946289,17.422012329101562,-35.25560760498047,0.25147002935409546,-0.1561051309108734,0.9551932215690613,0.0140497712418437,-0.16364790499210358,0.9864187836647034
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011269910664,3.408905029296875,3.418081521987915,-30.296077728271484,13.72119140625,-33.993011474609375,32.49741744995117,17.488780975341797,-35.15784454345703,0.2453487664461136,-0.1641727238893509,0.9554325342178345,0.01002027839422226,-0.1706274300813675,0.985284686088562
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011274910664,3.407285213470459,3.422485113143921,-30.294517517089844,13.684661865234375,-34.06391143798828,32.49436950683594,17.54193878173828,-35.13571548461914,0.24085210263729095,-0.16532690823078156,0.9563772082328796,0.008798983879387379,-0.17152957618236542,0.9851396679878235
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011279910664,3.4174108505249023,3.4204392433166504,-30.285625457763672,13.739692687988281,-34.08207702636719,32.506561279296875,17.559776306152344,-35.11259078979492,0.23873597383499146,-0.17032894492149353,0.9560298919677734,0.0064842174760997295,-0.17670956254005432,0.9842417240142822
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011284910664,3.411388397216797,3.4450225830078125,-30.257537841796875,13.741260528564453,-34.08765411376953,32.53269577026367,17.544384002685547,-35.0577507019043,0.23645083606243134,-0.1714925765991211,0.9563897252082825,0.0014626156771555543,-0.17721453309059143,0.9841711521148682
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011289910664,3.4032340049743652,3.429772138595581,-30.222850799560547,13.808364868164062,-34.095218658447266,32.56245422363281,17.616798400878906,-35.01653289794922,0.23214618861675262,-0.1769992560148239,0.9564410448074341,-0.0013209428871050477,-0.18260295689105988,0.983185887336731
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011294910664,3.4073774814605713,3.4017388820648193,-30.301300048828125,13.82187271118164,-34.10649871826172,32.4863166809082,17.623638153076172,-35.029930114746094,0.23640653491020203,-0.17844969034194946,0.9551270604133606,0.007617047522217035,-0.18397241830825806,0.982901930809021
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011299910664,3.391956090927124,3.389646053314209,-30.331340789794922,13.891353607177734,-34.060211181640625,32.45281982421875,17.696720123291016,-35.000091552734375,0.2422059029340744,-0.1850237250328064,0.9524193406105042,0.007951229810714722,-0.19079019129276276,0.9815986752510071
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011304910664,3.4055733680725098,3.4044933319091797,-30.346851348876953,13.817436218261719,-34.07678985595703,32.43647003173828,17.6549072265625,-35.01338195800781,0.24275393784046173,-0.1800605058670044,0.9532306790351868,0.010950774885714054,-0.18613630533218384,0.9824628829956055
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011309910664,3.417388677597046,3.429924488067627,-30.313766479492188,13.792678833007812,-34.088600158691406,32.469993591308594,17.66356658935547,-35.059452056884766,0.24064837396144867,-0.178832545876503,0.9539954662322998,0.010284122079610825,-0.18495695292949677,0.9826928377151489
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011314910664,3.4198696613311768,3.459392786026001,-30.276317596435547,13.856487274169922,-34.03150939941406,32.512020111083984,17.66888427734375,-35.129146575927734,0.23967289924621582,-0.1817891150712967,0.9536821246147156,0.013723938725888729,-0.18760685622692108,0.9821483492851257
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011319910664,3.4142708778381348,3.4461519718170166,-30.27300262451172,13.767768859863281,-34.05556869506836,32.51317596435547,17.602859497070312,-35.06239700317383,0.23829606175422668,-0.1746448129415512,0.9553607702255249,0.008760074153542519,-0.18076331913471222,0.9834876656532288
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011324911664,3.406839370727539,3.4552175998687744,-30.291038513183594,13.78696060180664,-34.06272888183594,32.49623107910156,17.61309814453125,-35.080970764160156,0.23989160358905792,-0.17604342103004456,0.9547045230865479,0.010036124847829342,-0.18163169920444489,0.9833154678344727
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011329911664,3.4082391262054443,3.446967363357544,-30.303363800048828,13.776618957519531,-34.09668731689453,32.483741760253906,17.627216339111328,-35.075279235839844,0.24084068834781647,-0.17683392763137817,0.954319417476654,0.01106079388409853,-0.18211311101913452,0.9832153916358948
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011334911664,3.4371583461761475,3.463329553604126,-30.347972869873047,13.73128890991211,-34.22260284423828,32.43254852294922,17.613330841064453,-35.0709228515625,0.23796474933624268,-0.1764964759349823,0.9551030397415161,0.016023436561226845,-0.18130731582641602,0.9832959771156311
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011339911664,3.424621343612671,3.426072120666504,-30.331684112548828,13.795646667480469,-34.15057373046875,32.449310302734375,17.686084747314453,-35.04161834716797,0.2384723722934723,-0.1804550737142563,0.9542362689971924,0.013453720137476921,-0.18589536845684052,0.9824774265289307
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011344911664,3.435091733932495,3.47744083404541,-30.408645629882812,13.850654602050781,-34.147247314453125,32.37278366088867,17.73275375366211,-35.057411193847656,0.24255497753620148,-0.1835128366947174,0.9526227712631226,0.019724970683455467,-0.18879859149456024,0.9818177223205566
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011349911664,3.441281318664551,3.482215404510498,-30.384517669677734,13.794929504394531,-34.145530700683594,32.39862060546875,17.676067352294922,-35.04540252685547,0.24229054152965546,-0.1798829734325409,0.9533820748329163,0.016921503469347954,-0.1850137561559677,0.9825902581214905
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011354911664,3.434556722640991,3.458988666534424,-30.426193237304688,13.824623107910156,-34.18022918701172,32.350555419921875,17.739887237548828,-35.02811813354492,0.241929829120636,-0.18437477946281433,0.9526153206825256,0.02142869494855404,-0.18974989652633667,0.9815986156463623
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011359911664,3.436711549758911,3.466273784637451,-30.420936584472656,13.799560546875,-34.220706939697266,32.35761260986328,17.68899917602539,-35.06464385986328,0.24085697531700134,-0.18241143226623535,0.9532649517059326,0.024867475032806396,-0.18793480098247528,0.9818666577339172
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011364911664,3.4644296169281006,3.444514751434326,-30.43218994140625,13.80810546875,-34.1666145324707,32.34470748901367,17.72234344482422,-34.9581298828125,0.24294616281986237,-0.18382535874843597,0.9524627923965454,0.01712760701775551,-0.18998855352401733,0.9816369414329529
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011369912664,3.4506728649139404,3.43597674369812,-30.42760467529297,13.864105224609375,-34.12697219848633,32.35643005371094,17.722171783447266,-34.961463928222656,0.2450760155916214,-0.18497838079929352,0.9516936540603638,0.01571822352707386,-0.19133464992046356,0.9813990592956543
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011375044664,3.445103406906128,3.450585126876831,-30.423675537109375,13.781539916992188,-34.13606643676758,32.36126708984375,17.638229370117188,-35.02294158935547,0.24460150301456451,-0.1783601939678192,0.9530780911445618,0.020464245229959488,-0.18446828424930573,0.982625424861908
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011380042664,3.441889762878418,3.4538774490356445,-30.453102111816406,13.806133270263672,-34.12252426147461,32.334938049316406,17.642990112304688,-35.05327606201172,0.24731023609638214,-0.17996716499328613,0.9520764350891113,0.02344311773777008,-0.1862303465604782,0.9822263717651367
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011385037664,3.4421870708465576,3.4643406867980957,-30.410747528076172,13.818626403808594,-34.105560302734375,32.37639617919922,17.669296264648438,-35.04120635986328,0.2438732087612152,-0.18217113614082336,0.9525437355041504,0.019182352349162102,-0.18827083706855774,0.9819298386573792
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011390037664,3.444897413253784,3.4351000785827637,-30.362071990966797,13.800552368164062,-34.08047866821289,32.42503356933594,17.66033172607422,-35.034820556640625,0.24201218783855438,-0.1810743659734726,0.9532272815704346,0.015768378973007202,-0.18753109872341156,0.9821321368217468
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011395043664,3.413156509399414,3.4254872798919678,-30.405635833740234,13.697257995605469,-34.098724365234375,32.38031005859375,17.529788970947266,-35.032257080078125,0.24739697575569153,-0.16946302354335785,0.9539796113967896,0.018014494329690933,-0.1762593537569046,0.9841789603233337
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011400037664,3.3722798824310303,3.5310168266296387,-30.39191436767578,13.743549346923828,-33.94572448730469,32.39667510986328,17.59439468383789,-35.0771369934082,0.2595447301864624,-0.16810204088687897,0.9509880542755127,0.026187917217612267,-0.17500010132789612,0.9842200875282288
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011405037664,3.4070260524749756,3.503183126449585,-30.48804473876953,13.654552459716797,-34.003700256347656,32.302162170410156,17.504188537597656,-35.163265228271484,0.2763204872608185,-0.15389873087406158,0.9486634135246277,0.04356182739138603,-0.1616530418395996,0.985885739326477
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011410037664,3.424438953399658,3.4785358905792236,-30.453548431396484,13.630062103271484,-34.056793212890625,32.343082427978516,17.42621612548828,-35.208492279052734,0.2830955386161804,-0.14849312603473663,0.9475266337394714,0.051156219094991684,-0.1562991887331009,0.9863841533660889
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011415037664,3.429941177368164,3.470442533493042,-30.399532318115234,13.628421783447266,-33.987274169921875,32.39895248413086,17.447555541992188,-35.19556427001953,0.2837691903114319,-0.1469598114490509,0.9475641846656799,0.0461537130177021,-0.1556916981935501,0.9867268800735474
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011420043664,3.4378981590270996,3.4842774868011475,-30.460479736328125,13.629833221435547,-34.007957458496094,32.337646484375,17.440956115722656,-35.22032165527344,0.28788241744041443,-0.1487082540988922,0.9460494518280029,0.05462503060698509,-0.15687620639801025,0.9861064553260803
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011425039664,3.45037579536438,3.4745404720306396,-30.488784790039062,13.602630615234375,-33.98283386230469,32.30624771118164,17.43474578857422,-35.19477462768555,0.28775572776794434,-0.14830203354358673,0.9461517930030823,0.05579077824950218,-0.1566520482301712,0.9860768914222717
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011430037664,3.4861109256744385,3.4923508167266846,-30.516681671142578,13.626705169677734,-34.02116394042969,32.279788970947266,17.485511779785156,-35.24243927001953,0.28707072138786316,-0.15233124792575836,0.9457196593284607,0.060449205338954926,-0.1603698879480362,0.9852042198181152
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011435038664,3.441645860671997,3.4829390048980713,-30.49102020263672,13.671566009521484,-33.96957015991211,32.308433532714844,17.514923095703125,-35.25014877319336,0.2867407500743866,-0.1539301723241806,0.945560872554779,0.05753548443317413,-0.1621939241886139,0.9850801229476929
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011440038664,3.4498801231384277,3.483889579772949,-30.47338104248047,13.665687561035156,-33.98381805419922,32.32670211791992,17.48352813720703,-35.28857421875,0.2836322486400604,-0.15436774492263794,0.9464266300201416,0.06067851930856705,-0.16244247555732727,0.9848505854606628
b7ffdddf-c837-4cfb-847c-62501b01428b,171c4f52-3f2b-49b3-a00a-1e745e8c81dc,1726564011445038664,3.447330951690674,3.4811980724334717,-30.456809997558594,13.704574584960938,-33.95913314819336,32.34099197387695,17.532745361328125,-35.24171447753906,0.28192877769470215,-0.15510594844818115,0.9468148350715637,0.05467306077480316,-0.16355982422828674,0.9850172996520996
